trip_id,truck_id,driver_id,route_id,trip_date,distance_km,fuel_liters,load_tons,travel_time_hours,scheduled_time_hours,delivery_status
TR0768,T062,D002,R004,2026-06-29 09:01:32.433488,392,113.66,3.03,7.79,8.61,On Time
TR0769,T069,D044,R001,2026-08-19 09:01:32.435487,604,190.52,5.15,10.81,10.64,Late
TR0770,T039,D013,R004,2026-06-02 09:01:32.437489,370,93.67,2.95,7.92,7.44,Late
TR0771,T043,D027,R001,2026-07-02 09:01:32.439488,598,138.03,3.06,9.2,10.5,On Time
TR0772,T004,D007,R005,2025-11-28 09:01:32.440489,618,138.34,4.59,13.48,11.36,Late
TR0773,T024,D049,R005,2026-04-08 09:01:32.442487,635,232.29,5.03,10.89,11.19,On Time
TR0774,T035,D029,R001,2026-04-15 09:01:32.444492,573,214.32,2.81,9.84,9.85,On Time
TR0775,T039,D013,R008,2026-07-31 09:01:32.446235,275,100.94,2.42,5.62,4.84,Late
TR0776,T004,D007,R008,2026-01-12 09:01:32.448340,315,90.9,2.69,5.56,6.0,On Time
TR0777,T068,D026,R004,2025-12-26 09:01:32.449342,353,87.14,3.11,8.98,7.49,Late
TR0778,T017,D039,R007,2025-12-23 09:01:32.451342,689,174.47,2.59,15.08,13.28,Late
TR0779,T040,D004,R006,2026-03-30 09:01:32.453345,625,241.49,3.85,12.98,10.83,Late
TR0780,T006,D037,R004,2025-11-25 09:01:32.455344,340,96.01,3.24,6.04,6.19,On Time
TR0781,T082,D022,R004,2025-12-18 09:01:32.457346,391,133.92,2.52,7.85,8.14,On Time
TR0782,T057,D012,R002,2026-09-09 09:01:32.459347,274,100.17,2.59,5.56,5.8,On Time
TR0783,T072,D043,R008,2026-05-01 09:01:32.461343,296,109.44,2.13,5.96,5.57,Late
TR0784,T091,D025,R004,2025-11-07 09:01:32.463345,385,125.55,3.46,6.95,7.91,On Time
TR0785,T070,D020,R008,2026-08-22 09:01:32.465343,292,112.24,2.1,7.79,6.43,Late
TR0786,T007,D006,R006,2025-11-17 09:01:32.468344,571,170.3,4.49,13.03,11.97,Late
TR0787,T089,D040,R008,2026-06-07 09:01:32.470340,308,90.81,2.67,6.02,6.12,On Time
TR0788,T086,D020,R005,2026-01-21 09:01:32.471339,648,181.67,4.42,12.53,10.87,Late
TR0789,T012,D018,R002,2026-04-11 09:01:32.473338,284,69.19,2.42,4.55,5.12,On Time
TR0790,T091,D025,R001,2025-11-05 09:01:32.475338,596,173.72,2.97,11.55,12.29,On Time
TR0791,T047,D016,R007,2026-04-03 09:01:32.477341,701,244.53,4.29,11.72,11.93,On Time
TR0792,T004,D007,R001,2026-06-21 09:01:32.479339,551,159.68,3.06,11.34,10.96,Late
TR0793,T045,D021,R006,2026-07-24 09:01:32.481341,604,165.51,3.29,11.62,11.48,Late
TR0794,T084,D022,R001,2026-02-17 09:01:32.482340,551,134.89,2.9,10.51,10.4,Late
TR0795,T032,D028,R003,2026-06-02 09:01:32.484338,395,140.17,3.55,6.63,7.56,On Time
TR0796,T076,D016,R003,2025-12-12 09:01:32.486340,387,95.12,3.32,8.75,7.51,Late
TR0797,T023,D004,R007,2026-01-10 09:01:32.488348,718,187.02,2.58,14.52,12.8,Late
TR0798,T077,D015,R001,2026-04-12 09:01:32.489339,576,182.81,5.6,12.75,12.4,Late
TR0799,T009,D039,R003,2026-03-06 09:01:32.491340,398,146.46,2.62,8.06,6.96,Late
TR0800,T083,D025,R001,2025-11-23 09:01:32.493342,589,224.56,5.41,11.05,12.2,On Time
TR0801,T082,D022,R003,2025-12-18 09:01:32.495342,411,164.38,2.55,7.92,8.71,On Time
TR0802,T079,D040,R002,2026-04-16 09:01:32.497340,268,78.96,2.35,6.69,5.57,Late
TR0803,T087,D015,R005,2026-03-24 09:01:32.499345,616,142.03,6.23,11.86,10.43,Late
TR0804,T075,D027,R007,2026-04-19 09:01:32.501341,676,181.57,2.32,15.27,12.84,Late
TR0805,T071,D029,R005,2026-07-22 09:01:32.503341,600,239.84,5.68,13.95,11.24,Late
TR0806,T004,D007,R004,2025-09-17 09:01:32.504341,349,103.76,2.63,7.13,6.48,Late
TR0807,T049,D007,R003,2026-06-12 09:01:32.506346,387,107.79,3.06,7.32,7.04,Late
TR0808,T047,D016,R005,2026-07-14 09:01:32.508340,650,194.93,2.57,15.8,13.18,Late
TR0809,T010,D025,R003,2026-02-05 09:01:32.510343,401,158.41,3.85,7.5,7.18,Late
TR0810,T018,D036,R006,2025-09-25 09:01:32.512342,571,205.81,4.39,11.94,10.0,Late
TR0811,T055,D003,R004,2026-01-29 09:01:32.514241,373,130.44,2.63,7.59,7.09,Late
TR0812,T029,D003,R003,2026-05-18 09:01:32.517431,371,110.76,3.35,8.62,8.22,Late
TR0813,T035,D029,R001,2026-08-28 09:01:32.519427,573,131.63,4.14,9.22,10.68,On Time
TR0814,T091,D025,R006,2026-07-06 09:01:32.521426,589,216.04,4.89,12.7,11.28,Late
TR0815,T068,D026,R002,2026-08-07 09:01:32.523427,286,64.02,2.32,5.23,5.05,Late
TR0816,T079,D040,R006,2025-10-09 09:01:32.525426,571,190.94,2.31,11.69,10.48,Late
TR0817,T082,D022,R004,2026-03-25 09:01:32.527427,368,89.84,2.88,6.45,7.41,On Time
TR0818,T002,D029,R001,2026-03-31 09:01:32.528427,577,169.3,3.59,10.63,9.85,Late
TR0819,T038,D030,R006,2026-04-14 09:01:32.530429,584,206.0,4.88,11.48,10.54,Late
TR0820,T073,D049,R007,2026-08-21 09:01:32.532427,692,263.84,5.32,12.19,13.28,On Time
TR0821,T038,D030,R006,2026-07-14 09:01:32.534427,617,155.23,4.0,14.19,13.59,Late
TR0822,T036,D049,R007,2026-09-09 09:01:32.536427,692,250.26,5.75,16.78,14.06,Late
TR0823,T078,D008,R004,2026-03-11 09:01:32.537427,345,79.86,3.32,6.85,6.15,Late
TR0824,T034,D009,R005,2026-08-31 09:01:32.539427,647,165.83,3.46,14.48,12.38,Late
TR0825,T011,D050,R008,2026-02-17 09:01:32.541428,273,73.96,2.72,5.64,4.76,Late
TR0826,T031,D031,R003,2026-03-24 09:01:32.543428,402,118.92,2.1,6.89,7.37,On Time
TR0827,T034,D009,R004,2026-01-16 09:01:32.545428,382,92.29,2.49,8.64,8.34,Late
TR0828,T096,D011,R007,2025-09-20 09:01:32.547428,736,183.78,3.97,13.92,13.89,Late
TR0829,T034,D009,R005,2026-01-30 09:01:32.548432,606,170.18,3.63,11.35,11.76,On Time
TR0830,T041,D033,R005,2025-10-25 09:01:32.550428,630,162.97,3.51,16.81,13.81,Late
TR0831,T056,D050,R006,2026-05-03 09:01:32.552427,605,139.53,5.18,10.28,10.45,On Time
TR0832,T033,D026,R006,2026-05-16 09:01:32.554427,607,165.47,4.91,13.09,11.69,Late
TR0833,T076,D016,R001,2026-06-16 09:01:32.555427,596,206.24,3.18,13.41,11.91,Late
TR0834,T002,D029,R004,2025-12-22 09:01:32.557428,377,149.78,2.17,8.31,8.19,Late
TR0835,T058,D043,R001,2026-09-04 09:01:32.559431,569,193.61,4.34,10.71,11.55,On Time
TR0836,T008,D011,R007,2025-11-14 09:01:32.561428,736,199.55,5.23,11.8,12.6,On Time
TR0837,T091,D025,R001,2025-10-20 09:01:32.564011,554,207.28,4.13,10.25,10.25,On Time
TR0838,T024,D049,R006,2025-10-13 09:01:32.566078,623,228.9,5.71,12.62,13.04,On Time
TR0839,T082,D022,R007,2025-10-10 09:01:32.567076,705,162.24,5.9,14.65,14.35,Late
TR0840,T042,D026,R002,2026-03-05 09:01:32.569073,248,87.82,2.24,6.25,5.38,Late
TR0841,T008,D011,R005,2026-01-08 09:01:32.571073,613,138.96,6.18,12.85,12.52,Late
TR0842,T026,D026,R008,2025-12-14 09:01:32.573074,303,92.23,2.72,4.95,5.54,On Time
TR0843,T028,D001,R001,2026-07-26 09:01:32.575073,586,154.75,2.13,11.34,9.98,Late
TR0844,T010,D025,R007,2026-01-05 09:01:32.577084,712,180.02,2.75,10.78,12.57,On Time
TR0845,T082,D022,R005,2025-09-23 09:01:32.579079,597,136.75,3.41,10.39,10.86,On Time
TR0846,T051,D041,R006,2026-01-15 09:01:32.580082,602,240.09,3.73,12.53,10.82,Late
TR0847,T094,D016,R001,2026-03-04 09:01:32.582075,596,144.5,5.6,12.17,12.94,On Time
TR0848,T100,D027,R005,2026-03-30 09:01:32.584075,627,228.63,4.91,14.74,11.82,Late
TR0849,T052,D041,R001,2025-12-17 09:01:32.586084,550,146.1,5.22,8.21,9.26,On Time
TR0850,T044,D017,R007,2026-06-05 09:01:32.588084,681,162.83,2.89,11.66,12.07,On Time
TR0851,T006,D037,R004,2026-07-24 09:01:32.589086,358,93.68,3.03,7.27,7.23,Late
TR0852,T046,D035,R003,2026-07-07 09:01:32.591084,391,146.46,2.07,8.21,7.18,Late
TR0853,T004,D007,R003,2025-12-14 09:01:32.594080,406,90.37,3.22,8.41,8.36,Late
TR0854,T064,D039,R006,2026-09-08 09:01:32.596082,600,135.44,2.15,12.97,10.49,Late
TR0855,T008,D011,R008,2025-10-17 09:01:32.597770,285,69.93,2.63,5.6,6.24,On Time
TR0856,T059,D003,R005,2025-11-24 09:01:32.600952,657,170.38,2.99,10.29,11.31,On Time
TR0857,T010,D025,R002,2025-11-04 09:01:32.602952,234,58.93,2.03,3.83,4.47,On Time
TR0858,T090,D042,R004,2026-04-12 09:01:32.604949,375,135.82,3.35,6.86,7.88,On Time
TR0859,T013,D042,R002,2026-07-24 09:01:32.607951,261,70.12,2.07,3.98,4.54,On Time
TR0860,T077,D015,R007,2026-03-28 09:01:32.609975,727,194.84,6.11,14.73,15.82,On Time
TR0861,T095,D031,R001,2025-12-11 09:01:32.612944,590,178.57,2.52,14.16,12.6,Late
TR0862,T028,D001,R008,2026-04-29 09:01:32.615616,312,120.41,2.13,5.73,6.55,On Time
TR0863,T054,D038,R007,2025-11-23 09:01:32.618616,686,176.23,2.21,13.2,12.87,Late
TR0864,T013,D042,R002,2026-09-08 09:01:32.620617,282,67.23,2.55,6.04,5.2,Late
TR0865,T011,D050,R008,2025-11-17 09:01:32.622622,264,104.99,2.83,5.07,4.48,Late
TR0866,T054,D038,R001,2026-06-03 09:01:32.624620,591,143.63,2.54,11.77,10.44,Late
TR0867,T035,D029,R006,2025-09-27 09:01:32.626625,599,176.13,2.15,11.34,12.33,On Time
TR0868,T024,D049,R006,2026-04-15 09:01:32.628618,611,174.58,3.38,11.35,10.31,Late
TR0869,T001,D015,R004,2026-07-30 09:01:32.629618,369,124.19,3.02,8.38,7.89,Late
TR0870,T098,D007,R002,2026-06-02 09:01:32.632616,266,75.67,2.17,5.63,5.12,Late
TR0871,T025,D034,R004,2026-01-17 09:01:32.634617,341,83.31,2.82,7.63,6.17,Late
TR0872,T021,D010,R001,2026-06-01 09:01:32.636618,589,135.55,3.64,12.8,12.86,On Time
TR0873,T043,D027,R002,2026-08-21 09:01:32.638617,271,65.93,2.57,4.17,4.81,On Time
TR0874,T023,D004,R005,2026-05-19 09:01:32.639617,607,149.1,5.08,10.41,11.61,On Time
TR0875,T076,D016,R003,2026-04-03 09:01:32.641617,397,125.95,2.44,9.27,8.27,Late
TR0876,T015,D038,R008,2026-06-06 09:01:32.643618,284,96.09,2.35,5.94,5.85,Late
TR0877,T029,D003,R003,2026-07-04 09:01:32.645620,364,105.75,2.41,8.4,6.96,Late
TR0878,T079,D040,R005,2026-06-09 09:01:32.647620,626,219.18,4.7,12.78,12.37,Late
TR0879,T035,D029,R008,2026-04-26 09:01:32.649618,276,87.02,2.13,6.54,6.07,Late
TR0880,T060,D020,R003,2026-04-18 09:01:32.651619,389,116.59,3.15,6.47,6.9,On Time
TR0881,T082,D022,R004,2026-05-22 09:01:32.653617,394,105.83,2.14,10.26,8.29,Late
TR0882,T067,D047,R002,2026-01-23 09:01:32.655617,263,62.26,2.17,5.66,5.45,Late
TR0883,T094,D016,R007,2025-11-24 09:01:32.656618,703,176.97,3.13,14.16,14.44,On Time
TR0884,T076,D016,R005,2026-08-25 09:01:32.658617,657,234.82,2.17,10.45,12.26,On Time
TR0885,T061,D022,R007,2026-01-14 09:01:32.660621,722,178.84,6.1,16.86,15.87,Late
TR0886,T090,D042,R006,2026-09-10 09:01:32.663617,618,229.23,4.74,10.41,11.79,On Time
TR0887,T053,D008,R007,2026-08-01 09:01:32.665433,736,250.68,2.08,13.82,14.61,On Time
TR0888,T086,D020,R001,2025-11-22 09:01:32.667431,566,200.45,2.09,11.76,10.91,Late
TR0889,T059,D003,R005,2026-03-11 09:01:32.669429,626,154.81,4.68,10.9,10.77,Late
TR0890,T091,D025,R007,2025-09-28 09:01:32.671432,716,286.09,3.68,13.21,13.16,Late
TR0891,T005,D035,R006,2025-12-13 09:01:32.673431,584,174.23,4.28,14.63,11.91,Late
TR0892,T027,D015,R004,2026-08-19 09:01:32.675424,384,99.24,2.84,6.96,7.07,On Time
TR0893,T087,D015,R007,2025-11-04 09:01:32.677430,699,163.47,2.21,14.92,14.98,On Time
TR0894,T047,D016,R008,2026-06-04 09:01:32.679424,275,72.44,2.13,5.32,4.95,Late
TR0895,T043,D027,R001,2025-11-23 09:01:32.681423,562,157.02,5.28,11.76,10.27,Late
TR0896,T090,D042,R003,2026-05-03 09:01:32.682423,373,93.1,2.96,6.47,6.61,On Time
TR0897,T055,D003,R003,2026-01-03 09:01:32.684422,377,144.5,3.0,7.68,7.45,Late
TR0898,T016,D049,R007,2026-04-20 09:01:32.686422,706,180.12,4.29,13.61,12.8,Late
TR0899,T048,D043,R005,2026-08-14 09:01:32.688421,648,168.46,2.8,14.52,11.7,Late
TR0900,T059,D003,R004,2026-08-08 09:01:32.690421,339,127.43,2.18,5.6,5.8,On Time
TR0901,T036,D049,R005,2025-12-24 09:01:32.691423,604,155.1,6.07,13.82,11.52,Late
TR0902,T003,D018,R007,2026-01-17 09:01:32.693427,694,208.22,3.75,15.36,12.56,Late
TR0903,T057,D012,R006,2026-05-21 09:01:32.695424,613,161.77,5.31,10.87,12.42,On Time
TR0904,T067,D047,R006,2026-04-02 09:01:32.697441,607,191.38,3.93,12.58,11.31,Late
TR0905,T086,D020,R004,2025-11-30 09:01:32.699423,378,106.17,2.22,7.34,7.1,Late
TR0906,T040,D004,R005,2026-04-22 09:01:32.701426,607,148.83,5.29,12.52,12.54,On Time
TR0907,T007,D006,R001,2026-06-26 09:01:32.703424,556,173.41,4.68,9.83,10.73,On Time
TR0908,T037,D026,R008,2025-10-10 09:01:32.704426,275,61.85,2.75,5.39,4.78,Late
TR0909,T021,D010,R002,2026-02-03 09:01:32.706423,247,90.35,2.16,4.45,4.12,Late
TR0910,T024,D049,R004,2026-03-24 09:01:32.708424,347,95.72,2.24,7.44,7.62,On Time
TR0911,T058,D043,R003,2026-09-04 09:01:32.711423,394,88.52,2.77,6.68,7.43,On Time
TR0912,T064,D039,R003,2026-09-14 09:01:32.712431,409,146.55,3.84,7.72,7.89,On Time
TR0913,T070,D020,R007,2026-04-21 09:01:32.714645,708,223.87,6.91,13.24,12.74,Late
TR0914,T097,D037,R002,2026-02-02 09:01:32.716846,268,69.9,2.21,5.36,4.7,Late
TR0915,T015,D038,R006,2026-07-19 09:01:32.718847,612,176.98,3.22,15.05,13.42,Late
TR0916,T052,D041,R004,2026-08-19 09:01:32.720838,373,89.2,3.0,6.4,7.22,On Time
TR0917,T025,D034,R001,2026-06-08 09:01:32.722838,584,164.37,2.09,11.92,10.3,Late
TR0918,T069,D044,R002,2025-12-28 09:01:32.723838,286,84.34,2.24,4.59,5.19,On Time
TR0919,T063,D007,R002,2025-10-10 09:01:32.725838,252,67.99,2.22,4.17,4.78,On Time
TR0920,T019,D008,R001,2026-04-24 09:01:32.727838,592,140.7,3.3,11.7,11.71,On Time
TR0921,T040,D004,R006,2026-02-01 09:01:32.729847,594,139.81,4.94,14.64,12.83,Late
TR0922,T054,D038,R008,2026-02-11 09:01:32.731844,315,93.06,2.68,7.58,6.64,Late
TR0923,T054,D038,R001,2026-04-14 09:01:32.732842,555,133.06,3.79,9.33,10.28,On Time
TR0924,T068,D026,R003,2026-08-02 09:01:32.734841,381,144.74,2.01,7.39,6.41,Late
TR0925,T082,D022,R002,2025-11-30 09:01:32.736842,290,95.19,2.47,6.3,6.09,Late
TR0926,T018,D036,R006,2026-08-26 09:01:32.738836,578,201.25,5.26,12.2,11.39,Late
TR0927,T039,D013,R008,2026-05-25 09:01:32.740835,317,86.37,2.03,6.93,6.05,Late
TR0928,T001,D015,R001,2026-01-18 09:01:32.741835,556,183.78,2.47,11.09,9.37,Late
TR0929,T086,D020,R004,2025-10-21 09:01:32.743838,391,127.14,2.4,9.94,8.2,Late
TR0930,T016,D049,R001,2026-03-15 09:01:32.745836,595,194.8,4.19,8.71,9.93,On Time
TR0931,T073,D049,R007,2025-09-26 09:01:32.747837,703,165.93,6.14,13.44,12.92,Late
TR0932,T048,D043,R005,2025-11-23 09:01:32.749836,629,158.6,2.25,13.26,13.9,On Time
TR0933,T041,D033,R002,2026-04-30 09:01:32.750835,261,61.32,2.22,5.08,5.55,On Time
TR0934,T082,D022,R005,2025-10-24 09:01:32.752835,655,148.52,6.0,13.84,14.32,On Time
TR0935,T066,D028,R004,2026-06-23 09:01:32.754840,346,85.79,2.89,6.44,7.25,On Time
TR0936,T041,D033,R006,2025-09-24 09:01:32.756838,618,147.49,4.73,10.39,10.84,On Time
TR0937,T013,D042,R006,2025-12-25 09:01:32.758839,600,163.93,3.11,8.94,10.46,On Time
TR0938,T100,D027,R003,2026-05-28 09:01:32.760839,391,117.63,2.29,6.09,6.65,On Time
TR0939,T029,D003,R003,2025-12-21 09:01:32.762844,413,143.56,3.61,7.74,7.07,Late
TR0940,T092,D018,R003,2026-08-08 09:01:32.765634,395,101.16,2.22,7.05,6.93,Late
TR0941,T017,D039,R006,2026-07-07 09:01:32.767635,625,246.57,5.24,14.01,12.44,Late
TR0942,T077,D015,R007,2026-09-02 09:01:32.769636,709,176.05,5.77,16.03,14.14,Late
TR0943,T016,D049,R003,2026-04-12 09:01:32.771634,374,135.63,2.24,7.6,6.75,Late
TR0944,T017,D039,R005,2026-09-07 09:01:32.772633,602,179.72,5.31,9.55,10.67,On Time
TR0945,T097,D037,R008,2025-12-28 09:01:32.775634,291,112.57,2.56,7.28,6.24,Late
TR0946,T061,D022,R005,2026-09-11 09:01:32.777634,604,139.91,5.22,12.84,13.23,On Time
TR0947,T016,D049,R007,2025-10-08 09:01:32.779634,734,198.19,3.78,12.69,13.64,On Time
TR0948,T012,D018,R003,2026-03-22 09:01:32.781633,369,88.03,2.67,7.67,6.24,Late
TR0949,T065,D046,R008,2026-07-28 09:01:32.783636,313,79.1,2.77,6.94,6.44,Late
TR0950,T098,D007,R008,2026-06-21 09:01:32.785639,264,74.21,2.85,5.86,4.74,Late
TR0951,T069,D044,R008,2026-01-01 09:01:32.786636,264,59.36,2.8,5.31,5.68,On Time
TR0952,T061,D022,R001,2026-07-24 09:01:32.788636,570,146.29,2.68,13.35,11.93,Late
TR0953,T046,D035,R005,2026-04-09 09:01:32.790636,621,185.47,2.53,11.93,11.78,Late
TR0954,T015,D038,R006,2025-12-05 09:01:32.793635,599,216.1,4.86,12.01,10.61,Late
TR0955,T011,D050,R008,2026-04-10 09:01:32.794636,284,81.44,2.65,5.77,5.59,Late
TR0956,T057,D012,R004,2026-06-12 09:01:32.796637,348,96.46,3.41,8.4,7.05,Late
TR0957,T061,D022,R001,2026-01-08 09:01:32.798635,607,157.32,4.53,15.91,12.73,Late
TR0958,T051,D041,R008,2026-02-26 09:01:32.800636,292,82.36,2.38,4.75,5.29,On Time
TR0959,T076,D016,R005,2026-03-14 09:01:32.802636,603,151.4,6.16,9.48,10.33,On Time
TR0960,T044,D017,R007,2026-02-11 09:01:32.803635,688,186.45,5.67,10.33,11.49,On Time
TR0961,T036,D049,R003,2025-10-22 09:01:32.805636,408,103.9,3.79,7.28,7.59,On Time
TR0962,T046,D035,R005,2025-12-29 09:01:32.807635,627,163.56,3.19,13.17,10.58,Late
TR0963,T099,D023,R002,2025-10-30 09:01:32.810639,261,96.09,2.58,5.61,5.35,Late
TR0964,T004,D007,R001,2026-09-03 09:01:32.813341,553,139.1,5.66,10.09,9.62,Late
TR0965,T049,D007,R006,2026-07-29 09:01:32.815414,604,156.54,5.01,14.03,12.77,Late
TR0966,T085,D050,R006,2026-04-19 09:01:32.817412,614,173.45,4.62,12.15,11.72,Late
TR0967,T063,D007,R008,2025-12-11 09:01:32.818412,296,97.91,2.02,7.04,5.9,Late
TR0968,T098,D007,R001,2026-01-29 09:01:32.820412,549,122.51,3.19,8.46,9.43,On Time
TR0969,T049,D007,R004,2026-04-14 09:01:32.822415,362,105.87,3.45,8.54,7.96,Late
TR0970,T022,D032,R006,2026-07-22 09:01:32.824415,597,177.61,4.25,12.09,12.02,Late
TR0971,T063,D007,R003,2025-12-03 09:01:32.826417,402,111.43,3.62,7.86,7.57,Late
TR0972,T065,D046,R008,2025-11-05 09:01:32.828417,267,81.33,2.64,6.3,5.09,Late
TR0973,T099,D023,R004,2026-03-13 09:01:32.829417,352,112.07,2.57,6.73,7.75,On Time
TR0974,T095,D031,R003,2026-07-29 09:01:32.831417,397,155.45,2.81,6.71,6.8,On Time
TR0975,T046,D035,R004,2025-10-20 09:01:32.833416,360,112.41,2.51,6.23,6.56,On Time
TR0976,T011,D050,R006,2026-06-22 09:01:32.835417,624,160.99,2.08,9.63,10.75,On Time
TR0977,T042,D026,R005,2026-02-13 09:01:32.837417,599,175.05,3.14,11.14,10.34,Late
TR0978,T090,D042,R007,2026-03-01 09:01:32.838416,706,192.06,3.63,11.82,11.81,Late
TR0979,T013,D042,R007,2026-01-05 09:01:32.840413,727,209.11,4.54,12.24,13.13,On Time
TR0980,T098,D007,R001,2026-02-05 09:01:32.842415,589,185.27,2.76,10.81,10.86,On Time
TR0981,T082,D022,R005,2026-05-30 09:01:32.844414,651,146.35,3.23,16.79,14.11,Late
TR0982,T007,D006,R002,2026-07-31 09:01:32.846416,251,55.87,2.44,4.63,4.92,On Time
TR0983,T075,D027,R006,2025-12-19 09:01:32.847415,572,155.28,3.88,12.54,11.65,Late
TR0984,T027,D015,R006,2026-04-16 09:01:32.849416,588,143.72,3.71,10.43,10.74,On Time
TR0985,T070,D020,R002,2026-01-27 09:01:32.851420,252,86.89,2.42,5.43,4.94,Late
TR0986,T071,D029,R003,2026-06-13 09:01:32.853418,371,87.05,3.1,7.21,6.82,Late
TR0987,T028,D001,R008,2025-10-25 09:01:32.854417,306,69.16,2.5,5.65,5.45,Late
TR0988,T079,D040,R002,2025-10-31 09:01:32.856417,286,70.82,2.04,5.97,5.55,Late
TR0989,T026,D026,R007,2026-04-16 09:01:32.858420,699,204.09,6.27,16.52,14.38,Late
TR0990,T053,D008,R002,2026-02-17 09:01:32.860418,252,59.71,2.17,4.75,4.3,Late
TR0991,T037,D026,R003,2026-05-17 09:01:32.862414,401,142.14,2.22,6.85,7.25,On Time
TR0992,T025,D034,R006,2025-12-04 09:01:32.864151,567,189.56,5.93,10.23,9.88,Late
TR0993,T055,D003,R004,2026-09-02 09:01:32.866224,375,86.98,2.42,7.49,7.81,On Time
TR0994,T036,D049,R006,2026-01-11 09:01:32.868220,608,168.82,5.1,9.64,11.12,On Time
TR0995,T008,D011,R003,2026-08-15 09:01:32.869220,415,96.67,3.71,8.09,8.35,On Time
TR0996,T053,D008,R002,2026-07-07 09:01:32.871222,289,89.56,2.15,4.67,5.27,On Time
TR0997,T074,D002,R002,2025-11-23 09:01:32.873224,279,79.7,2.59,6.65,5.96,Late
TR0998,T068,D026,R008,2026-04-09 09:01:32.875228,280,80.16,2.31,6.58,6.04,Late
TR0999,T075,D027,R006,2026-02-12 09:01:32.876226,613,186.9,2.86,10.29,10.9,On Time
TR1000,T014,D009,R008,2025-11-19 09:01:32.878222,275,93.91,2.05,5.67,5.6,Late
TR1001,T069,D044,R001,2026-01-16 09:01:32.880222,570,146.18,4.57,13.04,12.21,Late
TR1002,T036,D049,R006,2026-03-12 09:01:32.882225,622,152.88,5.25,13.72,13.19,Late
TR1003,T003,D018,R005,2025-10-12 09:01:32.883223,638,143.9,5.41,14.0,11.8,Late
TR1004,T007,D006,R001,2026-03-04 09:01:32.885222,591,136.33,3.17,10.21,10.73,On Time
TR1005,T090,D042,R005,2026-05-18 09:01:32.887222,620,143.97,5.66,11.94,11.22,Late
TR1006,T050,D014,R006,2026-05-09 09:01:32.889224,566,131.03,3.19,13.8,11.12,Late
TR1007,T097,D037,R006,2026-02-04 09:01:32.891227,581,187.73,4.5,9.18,10.04,On Time
TR1008,T099,D023,R002,2026-01-08 09:01:32.893225,273,82.41,2.29,7.18,6.0,Late
TR1009,T053,D008,R007,2026-07-27 09:01:32.894225,735,175.74,6.17,15.83,13.18,Late
TR1010,T090,D042,R004,2025-12-10 09:01:32.896225,350,99.64,3.21,7.59,6.96,Late
TR1011,T059,D003,R006,2025-10-29 09:01:32.898226,610,238.78,3.76,14.74,13.32,Late
TR1012,T083,D025,R004,2025-11-26 09:01:32.900223,342,136.46,2.13,6.92,7.12,On Time
TR1013,T021,D010,R005,2026-07-12 09:01:32.902221,612,173.24,5.62,12.15,10.28,Late
TR1014,T088,D043,R007,2026-07-10 09:01:32.903225,702,171.84,3.32,14.68,14.1,Late
TR1015,T088,D043,R005,2026-02-16 09:01:32.905237,634,152.64,3.57,10.34,11.12,On Time
TR1016,T051,D041,R007,2026-09-06 09:01:32.907223,732,224.91,6.8,13.72,12.73,Late
TR1017,T072,D043,R004,2026-01-23 09:01:32.909221,375,100.7,2.33,6.85,7.74,On Time
TR1018,T090,D042,R003,2026-05-06 09:01:32.911224,414,145.9,2.28,8.3,8.12,Late
TR1019,T048,D043,R005,2026-02-06 09:01:32.913223,607,138.13,5.3,14.76,12.98,Late
TR1020,T059,D003,R005,2026-06-11 09:01:32.914963,649,168.69,6.04,15.75,13.87,Late
TR1021,T035,D029,R004,2026-06-03 09:01:32.917022,352,88.16,2.98,7.1,6.94,Late
TR1022,T037,D026,R006,2026-07-04 09:01:32.918023,612,158.78,2.11,12.1,11.94,Late
TR1023,T034,D009,R003,2025-10-01 09:01:32.920022,375,100.39,3.23,6.39,6.4,On Time
TR1024,T011,D050,R002,2026-02-25 09:01:32.922022,232,67.49,2.43,4.96,4.0,Late
TR1025,T092,D018,R005,2026-07-30 09:01:32.924023,621,158.54,4.38,10.55,11.08,On Time
TR1026,T007,D006,R001,2025-11-10 09:01:32.926027,568,130.21,5.54,10.82,10.91,On Time
TR1027,T077,D015,R004,2025-11-03 09:01:32.928023,379,94.83,2.62,7.9,8.3,On Time
TR1028,T051,D041,R001,2025-11-23 09:01:32.929023,589,181.69,2.68,10.63,9.9,Late
TR1029,T022,D032,R001,2026-08-02 09:01:32.931025,579,166.11,3.2,11.99,11.56,Late
TR1030,T068,D026,R003,2026-07-13 09:01:32.933024,387,139.03,2.95,7.18,8.28,On Time
TR1031,T036,D049,R008,2026-05-05 09:01:32.935022,311,96.55,2.58,7.32,6.04,Late
TR1032,T098,D007,R007,2026-04-08 09:01:32.937027,735,242.77,5.73,17.85,14.79,Late
TR1033,T063,D007,R001,2025-10-26 09:01:32.944021,595,135.22,5.01,13.61,11.16,Late
TR1034,T007,D006,R006,2026-05-06 09:01:32.947021,578,206.63,2.65,10.31,11.93,On Time
TR1035,T060,D020,R006,2026-02-02 09:01:32.948020,593,217.05,3.41,10.64,10.15,Late
TR1036,T091,D025,R007,2026-07-03 09:01:32.950021,711,204.88,2.63,16.13,13.57,Late
TR1037,T012,D018,R001,2025-12-30 09:01:32.952020,560,132.19,5.1,10.77,11.74,On Time
TR1038,T073,D049,R006,2026-09-14 09:01:32.955021,623,162.82,4.08,16.15,12.93,Late
